time_step,current_state,next_pattern,status,mapped_to,transition_probability,path_probability,confidence_score_%,decision
36,2222,2222,Known,N/A,0.99368,4.22e-01,99.37,Normal
37,2222,2222,Known,N/A,0.99368,4.19e-01,99.37,Normal
38,2222,2222,Known,N/A,0.99368,4.17e-01,99.37,Normal
39,2222,2222,Known,N/A,0.99368,4.14e-01,99.37,Normal
40,2222,2222,Known,N/A,0.99368,4.11e-01,99.37,Normal
41,2222,2222,Known,N/A,0.99368,4.09e-01,99.37,Normal
42,2222,2222,Known,N/A,0.99368,4.06e-01,99.37,Normal
43,2222,2222,Known,N/A,0.99368,4.04e-01,99.37,Normal
44,2222,2222,Known,N/A,0.99368,4.01e-01,99.37,Normal
45,2222,2222,Known,N/A,0.99368,3.99e-01,99.37,Normal
46,2222,2222,Known,N/A,0.99368,3.96e-01,99.37,Normal
47,2222,2222,Known,N/A,0.99368,3.94e-01,99.37,Normal
48,2222,2222,Known,N/A,0.99368,3.91e-01,99.37,Normal
49,2222,2222,Known,N/A,0.99368,3.89e-01,99.37,Normal
50,2222,2222,Known,N/A,0.99368,3.86e-01,99.37,Normal
51,2222,2222,Known,N/A,0.99368,3.84e-01,99.37,Normal
52,2222,2222,Known,N/A,0.99368,3.81e-01,99.37,Normal
53,2222,2222,Known,N/A,0.99368,3.79e-01,99.37,Normal
54,2222,2222,Known,N/A,0.99368,3.76e-01,99.37,Normal
55,2222,2222,Known,N/A,0.99368,3.74e-01,99.37,Normal
56,2222,2222,Known,N/A,0.99368,3.72e-01,99.37,Normal
57,2222,2222,Known,N/A,0.99368,3.69e-01,99.37,Normal
58,2222,2222,Known,N/A,0.99368,3.67e-01,99.37,Normal
59,2222,2222,Known,N/A,0.99368,3.65e-01,99.37,Normal
60,2222,2222,Known,N/A,0.99368,3.62e-01,99.37,Normal
61,2222,2222,Known,N/A,0.99368,3.60e-01,99.37,Normal
62,2222,2222,Known,N/A,0.99368,3.58e-01,99.37,Normal
63,2222,2222,Known,N/A,0.99368,3.56e-01,99.37,Normal
64,2222,2222,Known,N/A,0.99368,3.53e-01,99.37,Normal
65,2222,2222,Known,N/A,0.99368,3.51e-01,99.37,Normal
66,2222,2222,Known,N/A,0.99368,3.49e-01,99.37,Normal
67,2222,2222,Known,N/A,0.99368,3.47e-01,99.37,Normal
68,2222,2222,Known,N/A,0.99368,3.45e-01,99.37,Normal
69,2222,2222,Known,N/A,0.99368,3.42e-01,99.37,Normal
70,2222,2222,Known,N/A,0.99368,3.40e-01,99.37,Normal
71,2222,2222,Known,N/A,0.99368,3.38e-01,99.37,Normal
72,2222,2222,Known,N/A,0.99368,3.36e-01,99.37,Normal
73,2222,2222,Known,N/A,0.99368,3.34e-01,99.37,Normal
74,2222,2222,Known,N/A,0.99368,3.32e-01,99.37,Normal
75,2222,2222,Known,N/A,0.99368,3.30e-01,99.37,Normal
76,2222,2222,Known,N/A,0.99368,3.27e-01,99.37,Normal
77,2222,2222,Known,N/A,0.99368,3.25e-01,99.37,Normal
78,2222,2222,Known,N/A,0.99368,3.23e-01,99.37,Normal
79,2222,2222,Known,N/A,0.99368,3.21e-01,99.37,Normal
80,2222,2222,Known,N/A,0.99368,3.19e-01,99.37,Normal
81,2222,2222,Known,N/A,0.99368,3.17e-01,99.37,Normal
82,2222,2222,Known,N/A,0.99368,3.15e-01,99.37,Normal
83,2222,2222,Known,N/A,0.99368,3.13e-01,99.37,Normal
84,2222,2222,Known,N/A,0.99368,3.11e-01,99.37,Normal
85,2222,2222,Known,N/A,0.99368,3.09e-01,99.37,Normal
86,2222,2222,Known,N/A,0.99368,3.07e-01,99.37,Normal
87,2222,2222,Known,N/A,0.99368,3.05e-01,99.37,Normal
88,2222,2222,Known,N/A,0.99368,3.03e-01,99.37,Normal
89,2222,2222,Known,N/A,0.99368,3.02e-01,99.37,Normal
90,2222,2222,Known,N/A,0.99368,3.00e-01,99.37,Normal
91,2222,2222,Known,N/A,0.99368,2.98e-01,99.37,Normal
92,2222,2222,Known,N/A,0.99368,2.96e-01,99.37,Normal
93,2222,2222,Known,N/A,0.99368,2.94e-01,99.37,Normal
94,2222,2222,Known,N/A,0.99368,2.92e-01,99.37,Normal
95,2222,2222,Known,N/A,0.99368,2.90e-01,99.37,Normal
